user_id,pilot
a9a6e8,0
23420a,0
cbc468,0
583c90,0
19ce47,0
c37af8,0
96b1bb,0
5298c2,0
77c049,0
554f55,0
b6a894,0
7c9257,0
99e177,0
5b6dc2,0
58407d,0
20800d,0
23b788,0
78db81,0
246807,0
1f219e,0
5c9e08,0
535fe6,0
b115de,0
d71c34,0
d2a536,0
74b45e,0
94bb29,0
ee6207,0
dd546c,0
da1474,0
1bfbfa,0
1e7dfc,0
5138f1,0
ff06c7,0
08daab,0
53b961,0
c2d425,0
18bdae,0
e1f48d,0
9b983e,0
8df9ed,0
f9a285,0
877397,0
72ab81,0
381381,0
a24c51,0
8f9db4,0
3d0e36,0
164f1a,0
6bcc33,0
a8783a,0
93c0e9,0
ce22b4,0
b9d624,0
5d0434,0
439678,0
c3f884,0
c20f7a,0
351f66,0
3ef96a,0
b53539,0
24b0fe,0
3f3f0b,0
b1245b,0
83263d,0
87f281,0
638a9b,0
c3b3c7,0
e754b6,0
d0eaf4,0
2bd5f2,0
6caba3,0
25165f,0
850df8,0
7b38b5,0
4ad737,0
89e5ab,0
cc4900,0
4acf2d,0
da64f8,0
8f72ed,0
ce541e,0
8dc1e0,0
90f292,0
d0d747,0
f22493,0
e3d3fd,0
0754bb,0
774e0a,0
02829a,0
e97c53,0
61d730,0
17e0dd,0
e87bab,0
6feb56,0
3a9da5,0
907f56,0
48f20a,0
6e127a,0
3ba922,0
f448ff,0
3e30d9,0
cd5321,0
07ed46,0
37287a,0
1bc87c,0
26fa15,0
13f81f,0
bd8a71,0
a63c18,0
49e4fe,0
f5c85d,0
db8a24,0
8abcab,0
7dcf98,0
f0c037,0
1294a7,0
7dd533,0
6579aa,0
0b87d1,0
86d18a,0
2281fd,0
0b2ed4,0
e2ef7d,0
7e08a1,0
550016,0
cc23dd,0
5a2aec,0
33b742,0
437c44,0
84b9b3,0
6d4168,0
d93718,0
c7e819,0
461bea,0
bf1b9c,0
256f4f,0
32b306,0
79b4f6,0
bce58a,0
a1f41f,0
7a23c9,0
a2af45,0
6877b4,0
9cc5c1,0
02f806,0
293a38,0
fbcca8,0
8f2c43,0
394e4e,0
7320e0,0
60484e,0
4ab25f,0
de516f,0
f94dc3,0
b90684,0
1bc55c,0
dc5cf9,0
1ee76b,0
2a26f8,0
74b254,0
1d452f,0
9dbbf1,0
d3dfd0,0
50925d,0
830bfe,0
2d0328,0
5992e5,0
6bf7aa,0
cb40a9,0
a77697,0
ac84e2,0
9fdcf1,0
f0bf6f,0
42b454,0
319966,0
339f4a,0
0080eb,0
680e92,0
ab2fff,0
14d3f2,0
675883,0
e908c3,0
484b0a,0
299805,0
927704,0
8e3e39,0
02e3d5,0
e50744,0
f6f8a7,0
91db10,0
4de10e,0
229a8d,0
4625b5,0
1a1e07,0
35db2b,0
61d94f,0
19282c,0
4dacdb,0
7b9452,0
b2799c,0
a77ffc,0
3627c6,0
6f8096,0
b5caa4,0
ada484,0
06f39d,0
fe06af,0
450f77,0
d4ea5e,0
adac40,0
142be8,0
6564f8,0
95d06e,0
f76c7b,0
146685,0
0d03e0,0
0b7341,0
b8ccd8,0
477e81,0
95d813,0
73e4b0,0
3f6cb9,0
08d1bf,0
fa396f,0
163291,0
3ab4bd,0
206bd2,0
da62cd,0
784dfa,0
7785a2,0
411f0b,0
e9bdbf,0
e06b9e,0
a13517,0
7d724c,0
fd4fcd,0
981887,0
c84300,0
b17955,0
12014e,0
c96d0a,0
b23b7f,0
c72ebf,0
5cdc30,0
6cf647,0
b90793,0
54b0eb,0
dfb6db,0
1e2e73,0
8a9974,0
32951f,0
1ba0c3,0
edb79f,0
16dac9,0
563e38,0
e2a2a3,0
00333f,0
339124,0
c61609,0
a6f03f,0
cd84a9,0
e80733,0
1720af,0
3551b9,0
bf04ec,0
3c446f,0
567829,0
a2cd32,0
2b1e52,0
88b1ca,0
e432db,0
65a768,0
257892,0
7734fc,0
4b7779,0
653ce8,0
bf2cc7,0
e9a834,0
cc84af,0
90c9bc,0
707b99,0
bdcea5,0
4cfe34,0
2d6f5b,0
d2ba1b,0
a41e0a,0
baa6a0,0
41f302,0
22e035,0
94b4ac,0
a4f5a5,0
d99de8,0
066ef6,0
584a6a,0
2ac226,0
807c8d,0
76920e,0
434f09,0
4b0609,0
fc5b10,0
419e5e,0
8827b3,0
db4cc4,0
9108e1,0
f53d97,0
7f0a50,0
f5dd99,0
0f656c,0
72cdcf,0
01e51f,0
c0b34b,0
fbbf66,0
c061c7,0
0e2972,0
52c57c,0
111372,0
bfd5a3,0
87a54b,0
0d6250,0
74d87b,0
263d69,0
8f1cf6,0
05d7db,0
ae8cdc,0
8b8b3c,0
b82821,0
4f5e5b,0
66bc6f,0
be0828,0
35f810,0
5fa04f,0
834460,0
251a0c,0
11e05a,0
ca0f2e,0
f52da2,0
305190,0
d54f7e,0
a0f2ba,0
ad1610,0
7bdb40,0
a7703c,0
7bad34,0
b92492,0
55d1ff,0
5cec36,0
f92d47,0
eed783,0
e4786e,0
b1fa2d,0
825edb,0
c2ffb8,0
c4feca,0
c4b350,0
62d3d5,0
548d95,0
93efe9,0
5762a6,0
7e35bd,0
0e3c08,0
8a21a7,0
1e6c68,0
15919e,0
bb489b,0
eae8f9,0
7aad97,0
c8893d,0
e95d8c,0
233abe,0
388049,0
471d2e,0
97067c,0
060506,0
975a35,0
cc9fa7,0
fe2eda,0
74da72,0
a4cb99,0
b4c935,0
8e0964,0
caa9c2,0
facecd,0
17dbaa,0
670955,0
06c206,0
4ef7f8,0
cefd8f,0
81f806,0
74805e,0
d2de7a,0
5290c3,0
d3385e,0
62fd66,0
589616,0
8dbd2c,0
4861d2,0
010b50,0
0dc515,0
85727d,0
007ab1,0
8f26c3,0
13e6f3,0
0423af,0
6e5342,0
a2a1b9,0
e0bb2b,0
b2eb1f,0
cced4d,0
ec69b2,0
27f885,0
13318d,0
6a5d60,0
69ad34,0
447760,0
bd9296,0
a4f0bb,0
e5580e,0
830cad,0
644c38,0
c000a0,0
f6dca9,0
966e24,0
a69f57,0
de4e47,0
c4d6f4,0
a20f64,0
59bf45,0
aa222a,0
6579c4,0
79bc4c,0
b04589,0
6db08a,0
93d28f,0
3da0b5,0
16c7a6,0
aed866,0
eecfa0,0
aa1835,0
558844,0
16a607,0
209cfb,0
2804be,0
99f045,0
2a1f35,0
b8360c,0
302709,0
a03db7,0
c44efe,0
0c9037,0
515f00,0
7dee05,0
811775,0
5d4f33,0
a29846,0
ed9cfd,0
89a0ff,0
ae1572,0
699e73,0
d13c2c,0
428bbd,0
faac65,0
7590f3,0
695682,0
562a32,0
93ca53,0
6829f5,0
21eed5,0
d689c6,0
0520fc,0
469898,0
8d13ed,0
275277,0
0f8709,0
a70774,0
dde3a6,0
8f6088,0
d8c436,0
63c988,0
258fe7,0
fa1b21,0
6956ec,0
6e92dd,0
062180,0
a74baf,0
3d6798,0
d85d9e,0
cf1b9a,0
e055bb,0
602425,0
b75dad,0
e511bc,0
e80fa5,0
a90a1c,0
28ec7d,0
7381c2,0
f38460,0
8daf9d,0
86a279,0
568b39,0
463db5,0
974018,0
964f39,0
7b6a24,0
7327eb,0
e89626,0
44224b,0
f25239,0
f5e5cd,0
37f14e,0
1bac9d,0
4786a5,0
648e4e,0
4b3820,0
54f6e3,0
fef7ad,0
4d2ce6,0
656987,0
78db09,0
bca933,0
f12097,0
074bab,0
1a5342,0
5e8d02,0
7e37ab,0
1cebe6,0
da1722,0
d0682a,0
e7d07c,0
382a37,0
3fd2a4,0
544810,0
01ec94,0
727546,0
c582e3,0
94f3a4,0
aa50c2,0
f63eac,0
f22b4d,0
558500,0
432c1c,0
7ce799,0
18673d,0
a793eb,0
ab301b,0
3a1b28,0
7b35de,0
727f53,0
a18529,0
91396e,0
77b182,0
b7b932,0
9c8b6e,0
bff764,0
dc516d,0
2680ec,0
936b12,0
c4b7fa,0
829c8c,0
01ec1b,0
3849f9,0
fae712,0
79cd56,0
1e8617,0
b2656f,0
7497ed,0
88558d,0
df6994,0
a477f7,0
b9a941,0
07bfac,0
935884,0
8a2dbb,0
b7b367,0
13c5b4,0
8e755b,0
ac4bc9,0
af6655,0
a35ade,0
112fb8,0
1d43af,0
1c2790,0
4f9cd7,0
3a2e2f,0
4f43e6,0
475617,0
2e19a2,0
94ccc0,0
2de6be,0
7ab558,0
64f807,0
88f5d1,0
44ddbb,0
9e08e8,0
9b364e,0
831e02,0
35717c,0
fa6d78,0
b8e2a8,0
8e3361,0
966b79,0
55d39f,0
835bd3,0
575aea,0
d11f55,0
171f81,0
80ccd8,0
168aa6,0
3bb2fc,0
29ad1f,0
8816e3,0
c3a328,0
06c1f0,0
1287a4,0
4d6378,0
fcf318,0
0b659c,0
a82114,0
63c8a2,0
ae22d9,0
b19fcb,0
e3e979,0
7feb41,0
7ca030,0
ae9e29,0
5cbe55,0
d507f3,0
31e2c5,0
d59705,0
f33cb5,0
05883b,0
e2d958,0
077d4e,0
1e9c48,0
60de3a,0
93599e,0
e4c1b9,0
1a15f4,0
bc41aa,0
b539ce,0
6688f6,0
27d611,0
43af63,0
c7355e,0
623e45,0
9e0775,0
dfab9a,0
ae6e38,0
41926f,0
97b47e,0
065499,0
665188,0
4d0806,0
5e088f,0
e3f93c,0
24e4e3,0
d1ab6b,0
3900f3,0
1ace05,0
7860ad,0
646e7b,0
a4d3f3,0
7e095d,0
97ff62,0
2c4f58,0
15ca63,0
9744ba,0
371217,0
6701b5,0
221588,0
8b41f5,0
4d45ac,0
159078,0
02744a,0
7bc3d7,0
cc6ed3,0
33b232,0
cd8370,0
26d52a,0
e5c771,0
b212d7,0
e66ad1,0
d31d7a,0
76ad62,0
00f328,0
84db3f,0
84e0c6,0
a5809e,0
998773,0
c45cf8,0
b17a55,0
849a8d,0
3139b2,0
51403c,0
3ff5da,0
563a51,0
bf0856,0
651bbe,0
c6387f,0
248d9b,0
84d713,0
fcef16,0
dd003d,0
a7581a,0
efe809,0
0b12d8,0
d8bec9,0
d5e185,0
5955ec,0
34d792,0
8977e0,0
b612c2,0
e19ab1,0
3a1241,0
ad1885,0
e63684,0
28cf03,0
1b952b,0
2f3901,0
9f64ff,0
51ec6c,0
cfd886,0
8e9ccd,0
72786c,0
226695,0
f7e736,0
09209f,0
c41ed9,0
7991a7,0
6b678e,0
0fffd9,0
942503,0
2b76e4,0
17c802,0
e7ec77,0
2117f2,0
f1c54e,0
43a93b,0
badf33,0
952077,0
652881,0
ca962f,0
9d186c,0
45c7f9,0
41a6f5,0
b248d7,0
0c33ce,0
9ee17d,0
d27f75,0
9bc5a7,0
afa038,0
dd9c6c,0
ced434,0
dddfc2,0
690fec,0
ebbe2a,0
a0ba27,0
4489a5,0
0615b1,0
09fa0c,0
1d1137,0
801b25,0
ca49d9,0
44fc18,0
24b6c3,0
49cc91,0
9a581e,0
ba57c4,0
22fc00,0
9b2580,0
d7cb25,0
111b96,0
d93f80,0
a3d52b,0
7d679d,0
4fd980,0
457669,0
1581bb,0
039900,0
826ed4,0
881e22,0
d25fa3,0
0833c0,0
a9b872,0
9b26ab,0
0d17eb,0
9eec8a,0
1e7db1,0
c3ccb6,0
496266,0
276dcd,0
d2cacd,0
7ae8a8,0
7b8785,0
ae3504,0
fb0855,0
038fc1,0
45c1f4,0
76570d,0
a4499c,0
04499c,0
9584e3,0
8b8471,0
77374c,0
b9a8a1,0
d56bcd,0
d0a812,0
d3e47a,0
ffb037,0
7abad9,0
827eb6,0
36ec32,0
15e31d,0
992902,0
99e370,0
b9b75f,0
82f130,0
9066b3,0
e0264f,0
dee31f,0
4640ed,0
305e0b,0
d1d897,0
7892e4,0
e35b6e,0
623b69,0
bc4602,0
94dbbf,0
29e96c,0
9616d6,0
e3d6c5,0
672bb8,0
113234,0
91bea8,0
d8ce7e,0
dfa8cd,0
c48dbc,0
1e8407,0
e3da11,0
144685,0
a7752e,0
26542e,0
d46368,0
ebcedd,0
4fd368,0
712906,0
33a3b5,0
2068e8,0
30fa8f,0
91c56b,0
2acaec,0
03dc7d,0
315399,0
b715d2,0
a2eb83,0
9a8647,0
69f756,0
8d30e0,0
9ab615,0
c3d3fb,0
63e045,0
576ec6,0
f3a6f5,0
df79fa,0
fc63e7,0
9ffe67,0
2588d5,0
fece74,0
12454e,0
0dca2a,0
0e0057,0
9ce704,0
e53a79,0
64fbae,0
cb46c6,0
d2c5ff,0
c7f786,0
6a8448,0
37d1c7,0
11e7ac,0
6ec06b,0
533f2d,0
7e62ea,0
f508ba,0
0205ce,0
4aad28,0
79274f,0
5c2acc,0
b915a1,0
b2f47d,0
1b9fac,0
bfb871,0
1ea079,0
2042fc,0
417856,0
61fc74,0
c6561b,0
d80038,0
ff8b20,0
924bb3,0
550af9,0
d78d69,0
29274b,0
b263ef,0
9a7b51,0
b540ae,0
b51f9b,0
ac2098,0
a56778,0
e260ed,0
818ef8,0
dae505,0
b03dbd,0
8fe8d2,0
177dfa,0
cb5b1f,0
fdca84,0
b62db0,0
c3c751,0
01e3ef,0
4405fc,0
8d8d2e,0
82e1db,0
be9d25,0
745906,0
ee108a,0
3ff452,0
e34d42,0
6d971c,0
cecdf5,0
ca7dfb,0
ca0d88,0
0f25ba,0
376ecc,0
dc5322,0
3a7346,0
2ae660,0
bf9c49,0
d770ed,0
423155,0
38af71,0
cc6dfd,0
509735,0
00fbbb,0
56180b,0
57ed9b,0
cf9a6b,0
a1d3a7,0
976025,0
81736a,0
150cc5,0
48eeb2,0
41d2c9,0
ce38f4,0
c8a66a,0
7b3074,0
99e653,0
2fab34,0
63ee10,0
3b6409,0
d52bb6,0
dfa4e6,0
fd7caa,0
38b56b,0
283b5b,0
8cf15c,0
6fe585,0
0a7349,0
ca8735,0
46a7a6,0
78cc32,0
58687e,0
b96e4f,0
4b215c,0
2be3d9,0
854b7e,0
166f7b,0
542891,0
5c3711,0
a97c99,0
71f24d,0
1106d1,0
2bef4e,0
6f0ea9,0
420880,0
c7dab5,0
c355e9,0
5b4b7b,0
b9d5dc,0
952479,0
d83f98,0
21f272,0
342a65,0
e8f8ca,0
b93b21,0
51d6ab,0
999e9c,0
764506,0
709617,0
522762,0
265244,0
3393ef,0
5edfe7,0
dd0fb2,0
81bbf0,0
57244b,0
a1240a,0
8fbc3f,0
8d489c,0
c134e7,0
bf16a9,0
c7044b,0
f42ce6,0
ea2b93,0
47ad52,0
2ca516,0
a34018,0
9217a6,0
07a55f,0
7245f8,0
446895,0
4e987d,0
52c279,0
2ae670,0
fef027,0
c58315,0
57c379,0
d63579,0
e38e45,0
a987d2,0
b11ab1,0
9715bd,0
74c8c9,0
5b9c74,0
62f935,0
da61da,0
1c0dc4,0
8d7ad3,0
e1eb47,0
fd766c,0
fe0bbb,0
8bfd0e,0
198051,0
5f6da5,0
8450f3,0
0f5e4d,0
c27671,0
77cf1f,0
8f1a63,0
8340b3,0
3d4757,0
8273b8,0
ac0d8b,0
a6993a,0
c41399,0
a4bab4,0
cf094f,0
388c58,0
326a27,0
822561,0
2f41c7,0
45fda2,0
cc4cb1,0
32af93,0
3b73af,0
881a5f,0
be8f7b,0
451e74,0
0cfff3,0
8b27d4,0
96584b,0
ccb8e6,0
be9c68,0
eb0d5a,0
8c2c48,0
08ec66,0
9357bb,0
2614e3,0
4ecf14,0
25009c,0
44d253,0
f533e2,0
bd4062,0
4a1850,0
eed928,0
f6a540,0
307e01,0
d0a04a,0
914e3e,0
3a05a9,0
1b2c0c,0
621c17,0
